Company Name,Predict
Bodhi AI,No
Kloudbox/Hobnob,No
Planhop Technologies Private Limited,No
Optify Industrial Solutions Private Limited,No
VitalTicks Pvt Ltd,No
iGenius,No
BRI INNOVATIONS PVT LTD,No
Edlar Business Services Pvt Ltd,No
SCORPIONA2Z,No
Shunyaaa Innovations,No
THCPS Harvesting Crops protective System Pvt Ltd,No
Mahindra Teqo Pvt Ltd,Yes
Ghoomophiro,No
RNEI Resource Management Private Limited,No
mlsquare.ai,No
printf,No
Starchild Education and Learning,No
Dilynol,No
Caterbinge,No
Nijyo Online Services Pvt. Ltd.,No
GoCheck Media Private Limited,No
Prayag samagam,No
Renaissance Global Marketing And Consulting Pvt. Ltd.,No
Bookleaf,Yes
Glint,No
Navana Tech,Yes
Jewelove,No
FellaFeeds Pvt. Ltd.,No
Jumkey.com,No
ABB Associates,No
Vircorn Technologies Pvt Ltd,No
Eazy ERP Technologies Pvt Ltd,No
Pristyn Care,No
Viga Entertainment Technology Private Limited,No
Improov Life Technologies Pvt Limited,No
The Sane Observer,No
Salvin Info Systems,Yes
Wise software solutions Pvt Ltd,No
TechSimulater,No
Webber ElectroCorp Pvt. Ltd.,No
Fountain9,No
INVIZO Technologies Pvt Ltd,No
Lightwing (Retter Technology Consulting Private Limited),No
Ernst & Young,No
Penguin tech,No
Fashionnex.com,No
Happy Adda Studios Private Limited,No
INVIZO Technologies Pvt Ltd,No
Pashushala,No
ftRA Fintech Risk Awareness,No
TheWowBox India Private Limited,No
Aduppangarai,No
Relgo Networks Pvt Ltd,No
EasyRewardz software services Pvt ltd,Yes
LMN TECHNOLOGY Pvt LTD (AllAuthor),No
DocBakes,No
A2P Energy Solution Private Limited,No
SAP,No
Vinculum Solutions Pvt Limited,Yes
Funcorp,No
Edsecure Services Pvt Ltd,No
Enlive Solutions India Private Limited,No
Speedearning,No
ShopperMB,No
Upshotly,No
Infiction Labs Private Limited,Yes
BCA BIZCHAIN ASSET TECH PVT LTD,No
AI ON THE FLY TECHNOLOGIES,No
Scogo Networks,No
F5,No
Metamorphosys Technologies Pvt. Ltd,No
Edulytics,No
BPM POWER PRIVATE LIMITED,No
BIllFree Labs Pvt Ltd,No
SciDogma Research,Yes
JALDISAHAYAH,No
Green Energy Center,No
StockDoodle,No
Flurgo,No
YoursMeal,No
MiDAiR Infotech,No
Maalicious Jewelry,No
LEAP,No
Miemaw Technologies Private Limited,No
Saveji,No
Alfaleus Technology Pvt Ltd,No
Ad- Hash Technolabs Pvt Ltd,No
22bate7 Software Private Limited,No
TMoS Tech Private Limited,No
Senseloaf Technologies,No
InfinityX Innovations Private Limited,No
InspireOne Technologies,No
LocalPay,No
Happytizers Private Limited,No
CamfyVision Technologies Pvt. Ltd.,No
Sova Health,No
Car Driver4Me Solution Private Limited,No
Turaco Mobile Pvt. Ltd.,No
Welcome Cure,No
Fairpockets,No
Ray,No
MinersINC,No
Oneload Logistics LLP,No
Healthfront,No
Khosla Labs,Yes
UnFound,No
saarthi.ai,No
EnBliss IT Services Pvt Ltd,No
Codevidhya,No
Moving Walls,Yes
Myyn Tech Pvt Ltd,No
Generation Infinite Machines Pvt. Ltd.,No
Bee Urban Co-Living Hostels,No
GoGaga Matchmaking Pvt. Ltd.,No
Djubo,Yes
Devnagri,No
Freshokartz AgriTech Pvt Ltd,No
ICEcard,No
Little NAP Designs Pvt. Ltd.,No
Dhiyo.ai,No
BOOKMYVEHICLE,No
The ColdFox,No
SunGazing Technologies Private Limited,No
Ready Automotive Technology solutions LLP,No
WishtryIndia Digital Pvt. Ltd.,No
Improov Life Technologies PVt Ltd,No
i2 Software Tech Solutions,No
6benches,No
Open Innovations Lab,Yes
Hitwicket,No
Uddalaka Digitech Pvt Ltd,No
The Cloud Kitchen Company,No
AMVICUBE PVT LTD,No
Synaegis Healthtech Pvt Ltd,No
FMXC management consulting Pvt LTD,No
Sanjeevani Dairy Farms LLP,No
Foreantech Private Limited,No
Pensieve,Yes
"Company: Wit By Bit, Product: Decorum",No
imcanny,No
Biddingmart,No
Vias Group,No
imcanny,No
In-Memoria Products and Services Pvt Ltd,Yes
Dr. Cycle,No
SAP,No
Publishing Infinity,No
IDAP,No
Xcell Breeding & Livestock Services Pvt Ltd,No
"HeyCloudy, Zarf E solutions",No
Think Analytics,No
Picasoid Health Technology Pvt. Ltd.,No
EDMINGLE,No
Navyakalam,No
Scoutnex,No
Intangles Lab Pvt. Ltd.,Yes
Phi Property Management Services Pvt Ltd,No
Cloudlytics Technologies,No
Grovill Education (P) Limited,No
Aton Rural Development Pvt Ltd,No
Enlyft Digital Solutions Pvt. Ltd.,No
BOOMnBUZZ Technology,No
Brown Living,No
PoultryMon,Yes
InnoTarget Fashalot Retail Pvt Ltd.,No
Blue9 Technologies,No
Learn Academy Inc,Yes
ZinnoX Business and Technology Solutions,No
BoardHunt,No
nSmiles India Private Limited,Yes
Mrittica Technologies Private Limited,No
Cryotos,No
ubifly technologies private limited,No
Cloudlytics Technologies,No
KOUNTBI Solutions Private Limited,Yes
Zscore,No
TalenTECH Solutions Pvt Ltd.,No
Atulsia Megastores Private Limited,No
Zealthy,No
Tophyre technologies Inc,No
CarX,Yes
"Stoodnt, Inc.",No
Vige.Dr,No
CINEMATRIX,No
Creshya Technologies Pvt Ltd,Yes
Delmos Research PL,Yes
PurpleDocs,Yes
Culturro Technologies,No
PalmPower India Handheld Applications Pvt Ltd,No
Datweal (A MedTel Company),Yes
Ontrack,No
Xobin,Yes
Pluspin Healthcare ( WeeClu Solutions Pvt Ltd),No
YourQuote,No
Rehash Technologies Pvt Ltd,Yes
Devomark Enterprises Pvt. Ltd.,No
A2F Digital Private Ltd.,No
Safalgram Development Foundation,No
Acmerose Internationals private limited,No
iUtkarsh Methodologies & Services Pvt. Ltd,No
Drones Tech Lab (A Unit of RC Hobbytech Solutions Pvt Ltd),Yes
Nativ Chefs,No
YuTu Electronics Pvt Ltd,No
"Securden, Inc.",No
Tactopus Learning Solutions Pvt. Ltd.,Yes
Conscious Edge Tech Consulting Private Limited,No
Plexcel Info Systems Private Limited,No
Heads Up for tails,No
Learnfatafat (SDLC Services Pvt Ltd),No
Eezyy,No
The Perennial Global,No
CedCommerce,No
CamCom.ai,Yes
Esmito Solutions,No
BeatO,No
Wordsphere Private Limited,No
Vedalabs,Yes
1995,No
Rapid Acceleration Partners,No
Cshivakumar company,Yes
Financial Hospital,No
Skillinabox,No
SAP,No
CredAble,Yes
BillFree Labs Private Limited,No
Uniqolabel,No
CedCoss Technologies Private Limited,No
Merak.ai,No
Attackfence,No
SuperTokens,Yes
Accord Innovations Private Limited,No
Upadhye Agro,No
Pick My Cart,No
Paymatrix,No
Instacar,No
SAP,No
Varistor Technologies Pvt Ltd,No
Wealthchunk Investments Pvt Ltd,No
Planet Abled,No
B D C,No
Tatvabodh Fitness Town (OPC) Pvt Ltd,No
VideoTap,Yes
Agsmartic,No
OnPage Infotek,No
Grandage Services Pvt. Ltd.,No
Whisskers Marketing,No
Nanny For Tiny,No
Adivid Technologies Pvt.Ltd,No
Inuvest Technologies,No
ibrum technologies,No
ibrum technologies,No
Square Panda,No
OEPP INNOVATIONS PVT. LTD.,No
DrRx,No
Regor (Danke Group),No
Udyan Tea,No
DROENYUGA,No
Gridle,Yes
IUVA foods Pvt ltd,No
Nervanik AI Labs Pvt Ltd,Yes
Actiollent,No
Triminds Edusolutions Pvt ltd,No
MetaWealth,No
Neur Press & Digital LLP,No
Leaf Era,No
VuNet Systems,Yes
Conscious Edge Tech Consulting Private Limited,No
Innovation Quest,No
Quifers,Yes
Tekra Solutions Pvt Ltd (myUDAAN),No
Getinroadz innovations private limited,No
YFret Inc,Yes
IntelliPredikt Technologies,No
Taskmonk Technology Pvt. Ltd.,No
IntelliPredikt Technologies,No
Stackup Technology Services pvt Ltd.,No
Wellnesys,No
Stitchostrych Pvt Ltd,No
Tardid Technologies Pvt Ltd,Yes
Exide battery.amaronbattery,No
PRACKR,No
voiceoc,No
Qift Solutech Private Limited,No
Skillate Laboratories Private Limited.,Yes
Citispotter Limited,No
Pruoo Health Tech Private Limited,No
My Dziner,No
Wiztute Private Limited,No
TresMoto,No
Quanteon Powertrain Pvt Ltd,No
Abirami Software Solutions,No
Manawholesale,No
Teadustech,No
Beyoung Folks Private Limted,No
Friends & Family eSports Private Limited,No
Tarrakki,No
MSMExpos,No
Digantara Research and Technologies Pvt Ltd,No
Dimension NXG Pvt Ltd,Yes
Zest Smart Solutions Private Limited,No
Visionbot,No
Torchit Electronics Pvt Ltd,No
Eidolon Learning Pvt Ltd,No
Circle of Life Healthcare Private Limited,Yes
Aissel Technologies Pvt. Ltd.,No
Bodhishop,No
Me,No
Me,No
SAP,No
Fintuple Technologies Pvt Ltd,No
Sproutwings Telematics,No
Bulkbyte,No
TruckSuvidha,Yes
Synapsica Technologies,Yes
Medical Dialogues ( Minerva Medical Treatment pvt Ltd),No
Learnplay Time,No
Value3,Yes
Illuminify Technologies,No
Linkstreet,Yes
Avalance Global Solutions Private Limited,No
Teknospire,No
Tango Eye,Yes
Punar Rehab Solutions Private Limited,No
Doorastha Analytics Pvt. Ltd.,No
Clickpost,Yes
Procureli Technologies,No
Wholesalebox Internet Pvt Ltd,Yes
GlobalGyan Academy of Management Education,Yes
Agribazaar,No
Openly,No
Fractory.in,No
pickright pvt Ltd,No
Innovision,No
SAP,No
SAP,No
SAP,No
SAP,No
Paww,No
SAP,No
Qrera Technologies Pvt. Ltd.,Yes
Cambrian Life,No
Silicon IT & Educational Services Pvt Ltd,No
Invock Digital Pvt Ltd,No
ACTA.AI,No
Sqrrl Fintech Private Limited,No
SociaLight,No
Hurestic IoT,No
FitPhilia Solutions Private Limited,Yes
Hexpressions megatech private limited,No
Boltzmannlabs pvt ltd,Yes
MentorBuddy,No
Donatekart,No
Bolo Indya,No
Nreach online services Pvt Ltd,Yes
HyperXchange,No
Intelliware Edutech Pvt Ltd,No
Evervantage Consulting LLP,Yes
Fastah,No
SAP,No
Soukhya ventures pvt ltd,No
Calvry Wellness Solutions Pvt Ltd,No
retre,No
Raga Technologies LLP,No
Vaultedge Software Private Ltd,Yes
Home Screen Network,No
GigIndia,Yes
VARCO Technology,No
SenSight Technologies Private Limited,No
Traxion LLP,No
RoboThoughts,No
WAAYSLIVE SOLUTIONS PRIVATE LIMITED,No
TRYBHI,No
Burloe Retail India Private Limited,No
Kalam Robotics,No
Digibooster MediaTech Pvt Ltd,Yes
PreBOO by RedWall Technologies Pvt. Ltd.,No
C electric automotive drives pvt ltd,Yes
UrbanDart Internet Solutions Pvt. Ltd.,No
NIA Agrocommodity Marketplace Private Limited,No
GingerMind Technologies Pvt Ltd,No
Unibots,Yes
Castle Technologies,No
StudyApt,No
Innovative Hosting,No
Headway BPO Solutions Pvt Ltd,No
Farmers Fresh Zone,No
Onnway.com,No
Finito,No
SecurelyShare,No
Channelize.io,No
VAC Global Education,No
Sumcircle Technologies Pvt. Ltd.,No
Ravank Tech LLP,No
Unsolved,No
Adverto (Quills Interstice Pvt. Ltd.),No
Excellar Survey,No
Flying Cobbler,No
Printview Services Private Limited,No
Dare2Compete,No
Dot Box Conception Private Limited,No
Adeckko Decor Private Limited,No
Techm,No
Phonon Communications Pvt. Ltd.,No
Venus Media Foundation,No
amarappan,No
SAP,No
SAP,No
Qua,No
BiteSpeed,No
IT Solutions and Services,No
Macguffin Frames,No
Sona company,No
ơ,No
Fortitude mobility,No
Kingsman limited,No
Aumeesh Tech Private Limited,Yes
RGL,No
Ranwirelesspvtltd,Yes
Mumbai,No
Cyber Vision Infotech,No
Smoothie secrets,No
The tea co,No
LIFETRONS INNO EQUIPMENTS PVT LTD,No
TabXo Labs,No
Gim infotech pvt ltd,No
Enthrall Labs Pvt Ltd,No
Future Blox,No
QtPi Pvt Ltd,No
Shopgro,No
Xtend Soaps & Detergents Pvt. Ltd.,No
Intuceo,No
Avwebworld Pvt LTD,Yes
Analyttica Datalab,No
SchoolHandy,Yes
Gratize Venture Consulting Services,No
Indibots Innovation Pvt Ltd,No
Sujeerya Animation & Entertainments Private Limited,No
Elate,No
Maverick Coworking Solutions Private Limited,No
Subscription Online Services Pvt Ltd.,No
Jigydi Home Care Services pvt Ltd,No
Ermpl Tech llp,No
Apsolutio Technologies Private Limited,No
WHITTON HOSPITALITY PVT LTD,No
Social networking,Yes
Wission,No
BusinessClass,No
AMWI.ai,Yes
LI AI,No
Green Arrowhead LLP,No
Sensegrass Inc,No
Relgo Networks Pvt Ltd,No
"Only one ,,,,, me and my son",Yes
Tractor Junction,No
SAP,No
SAP,No
SAP,No
Suhora Technologies,No
Jsw steel vijaynagar works,No
Tonse Technologies Private Limited,No
Waferchips Techno Solutions Pvt Ltd,No
SLO Technologies PVT Ltd,Yes
Unizen Technologies,No
Cric Dost,No
Jharkand investments,Yes
The Sidepath,No
Detect Technologies Pvt Ltd,Yes
worxogo,Yes
Zscore Technologies Private Limited,Yes
FirstHive,Yes
AeroLogiks,Yes
Kubric,Yes
Aryabhatta robotics private limited,Yes
EyeROV (IROV TECHNOLOGIES PRIVATE LIMITED),Yes
Adlon,Yes
Dose FM,No
FluxGen Engineering Technologies,Yes
VuNet Systems,Yes
Schrocken Intelligent Machines (OPC) Private Limited,Yes
Vyuti Systems,Yes
TalaSecure Inc,Yes
QuNu Labs Pvt Ltd,Yes
Uncanny Vision,Yes
ZestIOT Technologies,Yes
Appknox,Yes
Squadcast,Yes
SenseGiz Technologies Private Limited,Yes
Trillbit,Yes
Planetworx,Yes
Teslon Technologies Pvt Ltd,Yes
Asquared IoT,Yes
Rabbit and Tortoise Technology Solutions,Yes
Playment,No
Myceiling Private Limited,No
jumper.ai,No
asd,Yes
MedCords,No
TapChief,Yes
Neuralzome,No
IndusGuru Network Partners LLP,No
Tydy,Yes
PlexusSquare Software Solutions Pvt Ltd,No
Supertext,No
Shortlist Professional Services Pvt. Ltd.,Yes
The Uncube,No
Shoppre,No
PrimeMessenger,Yes
Graphnile,Yes
Bridge FinTech Solutions Pvt. Ltd. (Finzy),Yes
ROAD SAFETY AUTOMATIONS PRIVATE LIMITED,No
Actionable Science,Yes
Lazy Co.,No
Diggmeup (Clyfar Tech Pvt Ltd),No
ShilpMIS Technologies Pvt. Ltd.,No
Leaf Go,No
Leaf Wearables,No
Nemocare Wellness Pvt Ltd,Yes
TBS Planet Comics,No
FarEYe,Yes
Devoid Technologies Private Limited,No
Any Time Doctor,No
SmogShare,No
Frolic Studios Private Limited,No
Techforce.ai,Yes
Biostag Technologies,Yes
Slang Labs,Yes
Delium Technologies,Yes
Imux,Yes
Cypherock,No
Doodhwala,Yes
AGRIeCOS,Yes
EASYM2M TECHNOLOGIES PVT LTD,No
Go4sol,Yes
MyPetrolPump,No
Stackby,Yes
Book My Activity,No
Medinfi Healthcare,Yes
Zayka Ka Tadka,Yes
Evobi Automations Pvt Ltd,No
Adjoint Technologies Private Limited,Yes
Finoramic Inc,Yes
Czar Securities,Yes
Fabulyst,Yes
MeanBox Technologies Private Limited,No
Instavans Logistics Private Limited,No
REDHEAL,No
Pregnitive Technologies Private Limited,No
Flickstree Productions Private Limited,Yes
Skillers Inventions Pvt Ltd,No
Clappia,Yes
Koinex,No
Carchalak,No
DeciWood,No
SuperFan.ai,Yes
MarketingLeo,Yes
Evbooth.com Private Limited,Yes
Stylumia Intelligence Technology Pvt Ltd,Yes
Master Cabin,Yes
NotifyVisitors.com,Yes
EZERX HEALTH TECH PRIVATE LIMITED,No
Affarial,No
Perfect Enterprises,No
Clootrack,Yes
InnerHour (registered as Mindcrescent Wellness Ventures Pvt Ltd),No
MiStay,No
Tacnik Technology Pvt. Ltd.,Yes
Baby Destination,No
Sigmapeiron Software Technologies Pvt Ltd,No
Busflix Mediabox (SP Networking Solutions LLP),Yes
CloudRest,Yes
TAi,No
QuasarMatrix Solutions Private Limited,Yes
Coding Ninjas,No
Clensta International Private Limited,No
Roll-out,No
Hello Vinci,No
Growlytics Technologies Pvt Ltd,Yes
Hate2wait,No
Nearfit,Yes
Cere Labs Pvt. Ltd.,Yes
Curie Labs,Yes
Accelo,Yes
Pay by Thumb,No
Scholr,No
Yomed.in,No
Hexpressions,Yes
Disable Care Drushtikon Foundation,Yes
Kriger Campus: India's Education Network,No
MatrIoT Solutions Private Limited,No
"GUVI Geek Network Pvt Ltd.,",No
Picxy.com,No
Beck Technology Ventures Pvt. Ltd.,Yes
CHARMEUSE TECHNOLOGIES PVT LTD (Product Name: Vastra - Making Made Easy),Yes
MoodCafe,No
Instacar,No
DeepSync,Yes
inFeedo,Yes
Innov4Sight Health and Biomedical Systems Private Limited,No
Worqa,Yes
GMETRI,No
Propwiser,Yes
Success window,Yes
Qtpi Private Ltd,No
Handy Courier,Yes
Toffee Insurance,No
Studentials,Yes
ITILITE,Yes
ZinnoX Business and Technology Solutions,Yes
The Moms Co.,No
ZAGG Protocol,No
Afterglow Tech,Yes
EduGorilla Community Pvt. Ltd.,No
Holycart,No
Qrypto.Tech,No
Joeyrooms online services,No
Innovision (Inceptor Technologies Private Limited),No
Techjockey.com,Yes
PandoCorp PLC,Yes
LendFoundry,Yes
Social Hardware International Private Limited,Yes
ImaginorLabs,Yes
Kaleidofin Pvt. Ltd.,No
Monkee Business Pvt Ltd,Yes
CellStrat,No
Healthol,No
mylilstory,Yes
Agnij,No
MakerInMe Technologies Private Limited,No
Comcomm Labs,No
Arogyam Medisoft Solution Pvt Ltd,Yes
Tribyo,No
ezee wholesale,Yes
Yappes,Yes
FROM THE ORIGINALS,No
Prosperita Medi 360 Pvt Ltd,No
Film Incorp,Yes
Trashcon Labs Private Limited,Yes
VComply,Yes
iThink Logistic Quick Services LLP,Yes
MATCHBALL,No
Emha Products Private Limited,No
LightSpeed Electric Bicycles,No
securance,No
Streak,No
Scholify,No
Swajal,No
Acko General Insurance,No
Virtu AR,Yes
Winnopro Technologies,No
Springlr,Yes
Swaayatt Robots,Yes
Let's Service Automotive Technologies,No
Helptheworld.io,Yes
StreetBuzz,No
Cuddl Pillow,No
Amari Gold,No
Matrubharti,No
Freshokartz Agri Products private limited,Yes
Infurnia Technologies Private Limited,Yes
Intelitaap Solutions (India) Pvt. Ltd.,Yes
Riku by Futuristic Labs,No
Boxnbiz technologies pvt ltd,Yes
Styloday,No
Hizen Intelligence Systems (Our Product is FITBOTS),No
LateralX,Yes
Crockrita,No
CodeOps Technologies LLP,No
Telyport Technologies Pvt Ltd,No
UnivInks,No
Rocketium,Yes
Meanbox Technologies Private Limited,No
Oorwin Labs,Yes
Brahmaputra Fables,No
Toolxprez,Yes
Campus Varta,No
Wagonfly smart shopping solutions,Yes
UNIONS APP,No
Saadruso Technolgy ventures pvt ltd,No
Emolutions Pvt Ltd,No
bingle.in,Yes
Unilodgers,No
eGrowth Business Networks,Yes
AngelLab,No
Virtu AR,Yes
Nucarbn,No
Fedo,Yes
VIRTU AR PRIVATE LIMITED,Yes
Intralinking,Yes
Meetonic,No
Scapic,No
conzumex industries pvt Ltd - MuseWearables,No
Touchwizard Technologies Pvt. ltd.,No
Checkin,No
UnFound,No
MakerInMe Technologies Private Limited,No
ARTH,No
FreeText AI,No
Tweebr (Multilingual Content Creator),No
Swapp Medico,No
Espresso Labs,Yes
ERA,Yes
FROM THE ORIGINALS,No
ASAP,No
Roadheads,No
Fyle,Yes
KIOT Communications,No
mfine,No
AVIDIA LABS,Yes
Roaming Clan,No
BlezGo,No
DigiProton Technologies Private Limited,Yes
Shubh Loans,No
Inovoteq,Yes
AutoNxt Automation Private Limited,No
TresMoto (Inc as tresfuture energy pvt ltd),Yes
PregBuddy Connected Care,No
Brahmaputra Fables,No
Itzeazy,No
joeyrooms online services LLP,No
Foodine,No
Smarten Spaces Pte. Ltd.,Yes
VideoKen,No
SmartPort,Yes
Waani.io (previously Winido),No
Chizel,Yes
ImStrong,No
Eventosaur,No
Video Shaadi,No
ZPX,Yes
Skill lync,No
ZinnoX Business and Technology Solutions,Yes
DAVOVI Online Services Private Limited,Yes
BotSpace,Yes
Dcoder,No
Saathi Eco Innovations India Pvt Ltd,No
WEGoT Utility Solutions,Yes
Manastu Space Technologies Pvt. Ltd.,Yes
Talspo Private Limited,No
Livigro,No
Tienet - Community Management App,No
GoGaga Matchmaking Private Limited,No
Coaspect - Construction Technology,Yes
Rhymly,No
Fitso,No
3LOQ,Yes
Yoryo Technologies Private Limited,Yes
Parkwheels,No
Origgon,Yes
Flamboyance Technologies Private Limited,No
WA2DO (What-To-Do),No
BetterPlace,No
Alteration Innotech Private Limited,Yes
Rail Analysis India,Yes
IndiQube ( Innovent Spaces Pvt Ltd),No
HSpot,No
KAIZO PHYSICS,No
The Guest,Yes
MinionLabs India Private Limited,Yes
Xoxoday,No
StyleDotMe,No
LearnApp,No
Toolxprez,Yes
The Plantales,Yes
Jhaiho,No
TERIFLIX Entertainment Spaces Pvt. Ltd.,No
Waitlessbuzz,No
Recruiterflow,Yes
Recommender Labs,Yes
Kratikal,Yes
Aatm Nirbhar,No
TAP CUBE STUDIOS,No
stuMagz (A Unit of Right Process Infotech Private Limited),No
Wobot Intelligence Pvt Ltd,Yes
BoB eProcure Solutions Pvt Ltd,Yes
Namaste God,No
NayaRoomie Private Limited,No
bon happetee,No
TrustCheckr,Yes
Feedify,Yes
CricHeroes,No
eventValue,No
Universal Purity Testing Services Private Limited,No
Worldartcommunity.com,Yes
LitmusWorld,No
Sam's Melting Foods India Pvt. Ltd.,No
zixana,Yes
UrbanDart,No
Woodzon,Yes
MyShikshak,Yes
RUT3,Yes
AARNAINNOVATIVE IT SOLUTIONS PVT LIMITED,Yes
BIOGREEN BIOTECH,No
ZESTECH,No
Workcave Coworking,No
Entra Mechatronics Pte Ltd,No
The Gharmade,No
Laboratory for Enviornment Technology Private Limited (YHonk),Yes
Avalon Labs,Yes
Saarthi.ai,Yes
WOW Waste Management Private Limited (WOW),No
Atto Innovations Pvt. Ltd.,No
Roll-out,No
Leaf Box Technologies Pvt. Ltd,No
Plebiscite IT Services Pvt Ltd,Yes
Mobycy,No
The Assembly Luggage,No
Fabrik,Yes
Vudoo,Yes
TeachEdison Solutions Private Limited,No
Autoi Innovations Pvt Ltd,Yes
TECH 4tronix,No
mServ Technologies Private Limited (ezeDox),Yes
Tribyo,No
Springlr,Yes
theVOIZapp (VoizBuzz LLC),No
Fingage,Yes
Fireant Networks Pvt Ltd,No
InTheNights,No
Upward,No
Yaantra (Gadgetwood services Private Limited),No
Coeo Labs,Yes
SimplyFI,Yes
Zimyo,No
Krishimate agro anddairy pvt ltd,No
RentEzee,Yes
Login2Xplore,No
Laboratory for Enviornment Technology Private Limited (YHonk),Yes
Lets Service Automotive Technologies Pvt Ltd,No
Home Plate,No
Seller Nest,Yes
Cradlewise,No
Taisys India Pvt Ltd.,No
FriendlyApp,Yes
Instoried,Yes
Beamitlive,No
Artivatic,Yes
Crisp (formerly Tenreads),No
V J Traders,Yes
DeciWood,No
RealtyX,No
Farms2Families,No
Invento Robotics,No
Helloverify,Yes
Giscle Systems,Yes
Joeyrooms online services,No
NutriPlanet Foods Private Limited,No
Idea Transport World Private Limited,No
Ceretonin Education Private Limited (ProBano),No
Instacar,No
Campus Varta,No
OzoProp Technologies Pvt Ltd,No
GEM Tech,Yes
Get Me A Course,No
GalaxyCard,No
OutsiteVR,No
Gour Developer's,No
EduTronics (Robonic Learning Labs LLP),No
Renascence Talent Solutions OPC Private Limited,No
Guitaa Technology Pvt Ltd,No
Digverve Solutions Pvt. Ltd.,Yes
Xane AI,Yes
"MAAD ""Make Awesome Ads""",No
Film Incorp,No
MeanBox Technologies Private Limited,No
Gifto Retail Technologies Private Limited,Yes
Unifie,No
BoB eProcure Solutions Pvt. Ltd.,Yes
Arogyam Medisoft Solution Pvt Ltd,Yes
Vayana Network,Yes
Vaizle,Yes
Streak AI Technologies Pvt Ltd,No
Crockrita (Arloesi Technologies Private Limited),No
Artbandhu ( Product of Aneri Arts Private Limited),No
Trusfi technologies Pvt Ltd,Yes
Think Analytics Pvt Ltd,Yes
Poly9,No
Indus Valley Home Accessories,No
Scrapyt,Yes
Saadruso Technology Ventures Pvt Ltd,No
BLockvidhya,Yes
ARKidzoo Private Limited,No
Furbishers,No
SunEmison,Yes
GST Edge,Yes
Intellibot,Yes
ThirdWatch Data PVT LTD,Yes
Oorwin Labs Inc,Yes
Fiducia Labs Private Limited,Yes
Styloday.com,No
DataGlen Technologies Pvt. Ltd.,Yes
KaHO Labs Privare Ltd.,No
VitaCloud Digital Health Private Limited,Yes
Simulanis,Yes
WareNow Services Pvt. Ltd.,Yes
Adit Collaborations Private Limited,Yes
Euler Systems,Yes
Agatsa Software Pvt Ltd,Yes
RIoT Solutions Inc,No
Openwater.in Pvt Ltd,No
Appunfold,Yes
Keka,Yes
EZkirana,Yes
Perpule,No
Wrapper Picker,Yes
Coinsecure (Secure Bitcoin Traders Pvt Ltd),No
Bizlem,Yes
ListUp,No
Coastal Aquaculture Research Institute Private Limited,Yes
Zentello Technologies Pvt Ltd,Yes
MOGUIRE FOODS PVT LTD,Yes
Intellicar Telematics Pvt. Ltd,No
Integration Wizards Solutions Pvt Ltd,No
The Indian Iris,No
Spinircle India Private Limited,No
BuzzOpinion,No
Oorjan Cleantech Pvt. Ltd.,No
PregBuddy Technologies Private Limited,No
Notinq Technologies Pvt Ltd,Yes
CoShare Labs Private Limited,Yes
Tacnik Technology Pvt. Ltd.,No
odleoo ecom pvt ltd,Yes
stuMagz - A Unit of Right Process Infotech Pvt Ltd.,Yes
CityontheNet Marketplace Services Pvt. Ltd.,No
NotinQ Technologies Pvt Ltd,Yes
Atulit Bharat,No
Mutterfly,No
MIAJ Inventions Pvt. Ltd.,No
Turing Analytics LLP,Yes
CHOW,No
Quark Experiences Pvt Ltd,No
ShilpMIS Technologies Pvt. Ltd.,Yes
Sthayin powered by Whitepen Technologies Private Limited,No
Emflux Motors Private Limited,No
Clappia,Yes
Ramukaakaa,No
ALGO SYSTEMS-GUMPTION LABS,No
AUTOSherpa Systems,Yes
SVP LASER TECHNOLOGIES PVT. LTD.,No
SOUL FOR STYLE,No
Movense,No
SyncApp Inc.,No
Kloudteam,Yes
Dial4242,No
Truce Consulting Services Pvt Ltd,No
Padath Infotainment Pvt Ltd,No
Enyantrik,Yes
Flux Auto,No
Cityrene Builders Private Limited,No
Dataken,Yes
Preksh Innovations Private Limited,Yes
Trashin Recycling Private Limited,Yes
Spectral Insights,Yes
R2 PRO Pvt. Ltd.,Yes
RENT IT BAE,No
Gegadyne,Yes
Gayam Motor Works (GMW),No
Tucareers.com,No
Rabbit and Tortoise Technology Solutions,No
Creant Technologies pvt ltf,No
Medi360,No
CricHeroes,No
LearnMor Innovative Technologies Pvt Ltd,No
Bai App,Yes
Needs On Wheels,No
FINVASIA,No
Bridge AutoTech,No
Pixarium Systems Pvt Ltd,No
ProRido,No
Loktra,Yes
SeeHow,No
Inclick Services LLP,Yes
MakerInMe Technologies Private Limited,No
Turnip Technologies Private Limited,No
Mate Labs,No
Parakh Plexus Realty Ltd.,No
YESCOM INDIA SOFTECH PVT LTD (Railrestro),No
Shop Eazzy,No
Heuristech Labs Pvt Ltd,No
HireSolve,Yes
Cobra Online Services Pvt. Ltd,No
CHAKRABORTY MOTORS PRIVATE LIMITED,Yes
GaragePlug (Increminds Private Limited),Yes
bigphi technologies,No
Billionlives Business Initiatives,Yes
ExploreLifeTraveling,No
CandleLightDinner.in,Yes
GLIDER.ai,Yes
NowPurchase (Brand under Biz Hero India Pvt Ltd),Yes
DataResolve Technologies,Yes
Ma Foi Analytics,Yes
SeekNShop.IO,Yes
Hebbale Labs Pvt. Ltd.,No
Contextual Experiences Private Limited,No
Almug Technologies Pvt Ltd,No
Homezop (OMSSR Homes Private Limited),No
